YM,JOIN_SN,JOIN_SN_TYP,SCTR_CD,COM_SN,IS_ME,BRWR_LN_CD,RPT_CD,LN_ACCT_CD,LN_AMT
202003,311430,1,12,9259030,0,1,31,690,9900
201909,1894443,3,12,7549394,0,1,31,690,30000000
201901,1957691,3,10,8214655,0,1,31,620,3000000
201809,562949,3,01,3666458,0,1,31,130,650000
201911,1669274,3,12,3529421,0,1,31,120,550000
202004,919205,1,01,8324569,0,1,31,130,1000000
202002,1767782,1,12,652262,0,1,31,302,23000
201907,1755463,1,01,9230026,0,1,31,690,180000
202004,1535076,3,12,5792252,0,1,31,390,210000
201908,1187674,1,01,8236725,0,1,31,610,260000
201904,1232803,3,12,3029185,0,1,31,301,250000
201809,1374840,1,01,3694442,0,1,31,690,2400
201905,1531485,1,01,7516289,0,1,31,130,17000
202006,1767206,3,17,4264137,0,1,31,142,57000
201911,1587246,1,01,1965644,0,1,31,130,88000
201806,523121,3,21,6090140,0,1,31,610,16000
202005,968019,1,12,2624941,0,1,31,690,29000
201808,1447738,3,12,1084181,0,1,31,640,2700
201906,1423894,1,17,5185828,0,1,31,610,22000
201810,1767317,3,17,6923428,0,1,31,690,11000
201809,1535076,3,12,5792252,0,1,31,390,360000
201908,534841,1,12,8917077,0,1,31,301,4500
201912,225231,3,12,9841835,0,1,31,390,24000
201910,1767317,3,01,1217926,0,1,31,105,690000
201902,1767206,3,01,7404454,0,1,31,130,2500000
201810,1106537,1,12,7847696,0,1,31,690,1100
201810,1885781,1,01,7265139,0,1,31,610,9600
201906,1148073,1,12,3584809,0,1,31,690,14000
202003,1749197,3,01,5457657,0,1,31,107,2500000
201812,1957691,3,10,7589682,0,1,31,290,3700000
201812,1562202,3,12,7189672,0,1,31,690,100000
201902,483277,1,12,2038328,0,1,31,640,1600
201901,74330,1,01,2569111,0,1,31,107,18000
201911,1044997,1,01,4812205,0,1,31,690,290000
201811,1890736,1,12,3310305,0,1,31,640,22000
202004,1089470,3,01,9475204,0,1,31,690,200000
201806,1669274,3,12,1676957,0,1,31,390,24000
201910,1749120,1,03,5183797,0,1,31,190,590000
201810,138506,3,17,8757862,0,1,31,190,53000
201807,1232803,3,12,3029185,0,1,31,301,810000
201812,382326,1,01,6192489,0,1,31,690,14000
202005,1164151,3,12,4012675,0,1,31,307,4800
201807,139859,3,01,7082268,0,1,31,690,490000
201910,1472505,3,01,8050488,0,1,31,105,110000
201912,1767206,3,01,7404454,0,1,31,490,44000
201903,1271335,1,12,9755150,0,1,31,640,3500
201905,54491,1,03,109646,0,1,31,690,720000
202003,1121470,3,01,7451353,0,1,31,490,5500
201906,1767317,3,12,6883742,0,1,31,690,170000
201912,875598,3,12,1196790,0,1,31,307,2700
201908,523121,3,12,8797719,0,1,31,330,410000
201908,1831438,3,01,25432,0,1,31,190,820000
201912,887817,3,17,2832203,0,1,31,610,34000
201912,1011062,1,01,7431853,0,1,31,190,21000
201908,700016,3,12,2520533,0,1,31,690,46000
202006,562949,3,01,3666458,0,1,31,690,350000
201904,1467759,1,01,3489895,0,1,31,610,95000
201903,523121,3,01,5319734,0,1,31,690,1200000
202005,1957691,3,10,7589682,0,1,31,290,3700000
202002,968019,1,12,2624941,0,1,31,640,29000
201909,1282652,3,01,8552691,0,1,31,351,800000
201906,1515854,3,12,3202980,0,1,31,690,43000
201903,1805263,1,12,3268529,0,1,31,640,61000
201912,569306,1,12,3899673,0,1,31,650,18000
201907,753200,1,12,7233294,0,1,31,302,5600
202006,1669274,3,01,1159123,0,1,31,690,420000
201812,1603757,3,12,6740567,0,1,31,302,21000
201907,1515854,3,01,6347010,0,1,31,105,45000
201808,744348,1,01,20021,0,1,31,190,91000
201907,1564541,1,01,6013423,0,1,31,690,13000
201812,196429,3,17,9429521,0,1,31,190,42000
201905,1515854,3,12,8925401,0,1,31,690,45000
202001,702594,1,12,1584317,0,1,31,390,7000
201905,1736116,1,01,1930584,0,1,31,690,41000
202002,1475660,1,03,1835998,0,1,31,610,1000000
201811,1049432,1,01,6220145,0,1,31,105,59000
201809,520646,1,12,161305,0,1,31,650,12000
201808,1767317,3,17,2002442,0,1,31,610,7700
201809,1693150,1,01,1281611,0,1,31,129,14000
202001,1710045,3,12,2576301,0,1,31,690,12000
202004,62915,3,01,6159747,0,1,31,690,80000
202005,18917,1,12,6518856,0,1,31,190,3600
201905,1693514,1,01,57854,0,1,31,690,1000000
201908,1269321,1,01,3471746,0,1,31,107,240000
201912,1957691,3,10,5623375,0,1,31,620,480000
201902,1232803,3,01,1203915,0,1,31,130,2200000
201912,1030798,1,01,9295168,0,1,31,610,8000
201908,1883369,3,01,1055336,0,1,31,409,1000
201910,959742,1,12,5359103,0,1,31,610,8100
201807,27166,1,01,1178787,0,1,31,130,200000
201912,1204091,1,12,2461284,0,1,31,390,14000
201809,196429,3,01,9495850,0,1,32,600,12000
202004,1846014,3,12,8191177,0,1,31,640,1000
201812,994034,1,01,9169529,0,1,31,610,46000
202005,357053,1,12,5469227,0,1,31,640,1800
201908,509412,3,01,7391650,0,1,31,129,66000
201907,523121,3,01,5319734,0,1,31,690,1300000
201809,1767317,3,12,716394,0,1,31,302,35000
201908,1011062,1,01,7431853,0,1,31,190,21000
201901,1294229,1,01,7999952,0,1,31,190,65000
202005,1676114,1,12,2567532,0,1,31,640,26000
201807,1603757,3,12,9220926,0,1,31,690,8000
202001,296279,1,01,1859212,0,1,31,190,1000000
201812,1903378,1,12,5712104,0,1,31,390,72000
201806,1669274,3,12,1676957,0,1,31,690,24000
201809,1596246,1,01,9247835,0,1,32,600,29000
202006,523121,3,12,8797719,0,1,31,690,380000
202002,1475660,1,03,1835998,0,1,31,690,1000000
201806,1092071,3,17,7340767,0,1,31,690,19000
201906,1362091,1,01,8199264,0,1,31,130,1100
201907,166559,3,05,2282062,0,1,31,490,3300
201903,1656281,3,01,1313819,0,1,32,713,35000
201910,1362091,1,01,8199264,0,1,31,610,2200
201908,1767206,3,01,10009030,0,1,31,190,330000
201811,1957691,3,10,8214655,0,1,31,690,3300000
202001,1232803,3,01,1203915,0,1,31,610,1600000
201911,1564541,1,01,6013423,0,1,31,690,13000
201906,1749197,3,01,5457657,0,1,31,610,2500000
201811,1202472,3,01,840637,0,1,31,650,6000
201808,1786001,3,01,1317267,0,1,31,390,180000
202006,1472505,3,01,8050488,0,1,31,610,110000
201812,660017,1,01,9835275,0,1,31,130,35000
202001,1767206,3,12,582647,0,1,31,640,9300000
201808,1786001,3,01,1317267,0,1,31,409,1000
202002,1767206,3,01,7404454,0,1,32,713,1600000
202005,415273,1,12,810335,0,1,31,390,18000
202003,1836832,1,12,5102725,0,1,31,307,2400
201807,1957691,3,10,4804017,0,1,31,231,1100000
201911,1816908,1,01,556214,0,1,31,190,22000
202003,1800055,1,12,9227466,0,1,31,690,18000
201811,1881764,3,12,9653112,0,1,31,401,10000
202002,1265468,3,17,9040331,0,1,31,610,29000
202004,959742,1,12,5359103,0,1,31,610,8100
201908,722682,1,12,2066879,0,1,31,390,16000
201905,696589,1,12,1181052,0,1,31,690,18000
201812,548990,1,01,8426296,0,1,31,690,1000000
202003,24559,1,01,3127417,0,1,31,690,8000
201911,557562,1,12,2026534,0,1,31,307,1000
201807,1918550,3,12,650129,0,1,31,690,28000
201811,1136943,1,01,740928,0,1,31,610,590000
201907,1133564,1,01,383009,0,1,31,610,140000
201901,1311510,3,12,6066399,0,1,31,690,610000
202004,1089470,3,01,9475204,0,1,31,105,200000
201904,1042003,3,12,6903330,0,1,31,390,7200
201902,678955,3,01,1921797,0,1,31,107,570000
202001,1425114,3,01,3668272,0,1,31,107,420000
202003,153881,1,01,5952785,0,1,31,190,110000
201907,1294229,1,01,7999952,0,1,31,690,61000
201809,1042003,3,01,4689150,0,1,31,190,240000
201807,562949,3,12,7976457,0,1,31,690,14000
201808,1710045,3,17,9478089,0,1,31,610,7200
201907,488162,3,01,559570,0,1,31,190,18000
201911,41472,1,01,8199559,0,1,31,190,14000
201906,1269321,1,01,3471746,0,1,31,690,240000
201910,1957691,3,10,7589682,0,1,31,620,3700000
201912,523121,3,17,8780187,0,1,31,136,2400
201808,561491,3,01,1662870,0,1,31,690,480000
201911,523121,3,01,9023067,0,1,31,105,150000
201906,830379,1,12,1182489,0,1,31,302,6300
202005,483277,1,12,2038328,0,1,31,307,8000
201903,214754,1,05,7352975,0,1,31,136,15000
201908,1816908,1,12,2684694,0,1,31,302,23000
201901,1119319,1,01,6150601,0,1,32,600,310000
201905,534841,1,01,1831456,0,1,31,130,5400
202003,624457,1,01,9402392,0,1,31,690,24000
201911,1311510,3,12,6066399,0,1,31,390,610000
201905,62915,3,12,1703952,0,1,31,307,11000
201907,875598,3,12,1196790,0,1,31,690,1800
201911,184337,1,01,5829384,0,1,31,610,90000
202001,1957691,3,10,5623375,0,1,31,620,480000
201904,1202472,3,12,2050566,0,1,31,640,29000
202002,1564541,1,01,6013423,0,1,31,130,13000
201809,684744,3,01,1734438,0,1,31,690,2400
201909,1786001,3,12,7843233,0,1,31,640,310000
201902,1912559,1,01,2593767,0,1,31,610,290000
201810,279645,1,03,1895219,0,1,31,610,160000
201903,1767206,3,01,10009030,0,1,31,690,330000
202003,557562,1,12,2026534,0,1,31,640,1000
202006,1831438,3,01,25432,0,1,32,600,240000
201912,1202472,3,01,840637,0,1,31,690,31000
202005,1103380,1,12,8505111,0,1,31,490,18000
201807,523121,3,01,5319734,0,1,31,610,1300000
201910,1861868,1,01,5706985,0,1,31,105,9100
202001,1248250,1,01,5995868,0,1,31,690,15000
201806,191188,1,01,1559371,0,1,31,610,40000
201809,744348,1,12,3453561,0,1,31,690,3900
201810,1277348,1,12,1903721,0,1,31,690,31000
202006,1905711,3,12,7056362,0,1,31,690,11000
201907,881727,1,21,63146,0,1,31,106,36000
201907,247649,3,12,1252471,0,1,31,301,300000
201907,830379,1,01,4291462,0,1,31,130,4500
201902,1515854,3,12,8925401,0,1,31,390,45000
201906,523121,3,01,5319734,0,1,31,190,1200000
202002,1374840,1,01,3694442,0,1,31,690,2400
201810,1204091,1,16,8781549,0,1,31,610,11000
202006,722682,1,01,2976289,0,1,31,610,16000
201807,1762424,1,01,735727,0,1,31,130,270000
201911,1068347,3,01,5669785,0,1,31,690,18000
201906,1425114,3,01,3668272,0,1,31,130,420000
201901,1661071,1,16,8291574,0,1,31,142,2600
202003,1092071,3,17,7340767,0,1,31,189,11000
201807,1120205,3,01,783271,0,1,31,130,18000
201903,1676114,1,01,1160952,0,1,31,190,18000
201910,1311510,3,17,6331202,0,1,31,190,16000
202004,1425114,3,12,6801745,0,1,31,307,1100000
201909,744348,1,01,20021,0,1,31,610,39000
202002,1736116,1,01,1948056,0,1,31,690,31000
201903,1475660,1,12,6701827,0,1,31,390,65000
202005,1475660,1,03,1835998,0,1,31,690,1000000
202005,1736116,1,01,1930584,0,1,31,690,29000
201807,382326,1,01,6192489,0,1,32,713,18000
201907,509412,3,01,7391650,0,1,32,713,350000
202006,698997,1,03,8676156,0,1,31,190,340000
201902,225231,3,12,3827258,0,1,31,390,170000
202002,1515854,3,12,8925401,0,1,31,690,45000
202002,488162,3,12,3567652,0,1,31,690,18000
201906,1885781,1,01,7265139,0,1,31,610,8800
201911,1905711,3,01,2285873,0,1,31,107,330000
202004,1311510,3,17,6331202,0,1,31,610,12000
201811,830379,1,01,4291462,0,1,31,610,6300
201809,1467759,1,12,9910610,0,1,31,302,24000
201908,1770235,1,01,925443,0,1,31,610,400000
201908,1890736,1,01,8772027,0,1,31,105,20000
202001,1031857,1,17,3856272,0,1,31,136,1100
201808,214728,1,03,6001824,0,1,31,106,740000
202004,1151833,1,01,3566978,0,1,31,105,110000
201806,509412,3,01,7391650,0,1,31,190,1100000
202003,225231,3,12,3827258,0,1,31,640,190000
201906,684744,3,01,1734438,0,1,31,490,9600
202002,448430,1,01,9938442,0,1,31,107,140000
201806,1786001,3,01,1317267,0,1,32,600,180000
201810,1311510,3,12,6066399,0,1,31,640,640000
201906,1068347,3,01,5669785,0,1,31,190,18000
201906,1918155,1,12,258163,0,1,31,490,16000
201907,1603757,3,01,3305716,0,1,31,610,24000
201811,1918550,3,01,3877778,0,1,31,610,27000
201811,74330,1,01,2569111,0,1,31,690,18000
202005,735882,1,12,3531639,0,1,31,390,6400
201811,41472,1,01,7022985,0,1,31,610,3500
201903,1092071,3,01,4694526,0,1,32,717,55000
201909,1661071,1,12,8345097,0,1,31,690,39000
201809,684744,3,01,1734438,0,1,31,409,2400
202003,225231,3,12,3827258,0,1,31,104,61000
201903,1767317,3,01,8932526,0,1,31,610,61000
202004,1535076,3,12,150210,0,1,31,640,42000
201906,311430,1,21,858574,0,1,31,120,6300
202002,1587246,1,01,1965644,0,1,31,610,88000
202001,1031857,1,12,9850961,0,1,31,301,140000
201903,1204091,1,01,8236412,0,1,31,105,16000
202006,1957691,3,10,3140620,0,1,31,290,3900000
201808,1609154,1,03,2443643,0,1,31,120,13000
202003,1031857,1,01,6845432,0,1,32,713,77000
201911,1030798,1,01,9295168,0,1,31,690,8000
202001,1957691,3,10,8214655,0,1,31,620,1500000
201909,1858172,1,03,3239556,0,1,31,190,12000
201911,311430,1,21,4394755,0,1,31,610,9900
201809,488162,3,12,3567652,0,1,31,640,18000
201812,214754,1,05,7352975,0,1,31,136,17000
202005,1816908,1,12,2684694,0,1,31,390,50000
201908,191188,1,01,1559371,0,1,31,190,40000
201809,1120205,3,01,8474917,0,1,31,107,18000
202005,702594,1,12,1584317,0,1,31,302,7000
201906,196429,3,17,9429521,0,1,31,610,35000
202006,684744,3,01,1734438,0,1,31,490,2400
201904,1603757,3,12,9220926,0,1,31,690,8000
201910,1918550,3,12,13920,0,1,31,690,90000
201912,105866,1,12,8174429,0,1,31,690,5200
201902,214754,1,16,5377844,0,1,31,132,7000
201807,1311510,3,17,6331202,0,1,31,132,27000
201907,1894443,3,12,7549394,0,1,31,390,30000000
201806,1447738,3,12,1084181,0,1,31,640,4500
201806,1881764,3,12,1542081,0,1,31,650,68000
201808,1905711,3,01,4107514,0,1,31,690,2200
202003,844999,1,01,9660762,0,1,31,130,22000
202004,412931,1,01,6791044,0,1,31,190,72000
201807,1277348,1,01,1972877,0,1,31,105,36000
201906,1681573,1,01,3741570,0,1,31,610,210000
202005,824891,3,12,2479573,0,1,31,390,6000
201908,1603757,3,12,9220926,0,1,31,390,8000
201910,1905711,3,01,2285873,0,1,31,610,440000
202003,1475660,1,12,6701827,0,1,31,640,46000
201901,1232803,3,12,2591726,0,1,31,307,460000
202005,534841,1,12,8917077,0,1,31,390,13000
201911,1770235,1,01,925443,0,1,32,713,99000
202005,83501,1,12,1431324,0,1,31,690,67000
201811,1894443,3,01,5120761,0,1,31,190,7700000
202003,1049432,1,21,7075550,0,1,31,190,47000
201806,561491,3,01,1662870,0,1,31,490,1200
202002,1232803,3,12,2591726,0,1,31,690,590000
201908,1535081,1,01,8007339,0,1,31,690,39000
201903,1912903,1,03,1271071,0,1,32,713,1000000
201807,179443,1,05,5924087,0,1,31,409,1200
201912,1295394,3,01,5757374,0,1,31,490,3500
202004,225231,3,12,3827258,0,1,31,640,190000
202002,1030798,1,12,3820057,0,1,31,640,8000
202003,1475660,1,01,7103481,0,1,31,105,46000
201807,1030798,1,01,9295168,0,1,31,650,2400
202003,1451557,1,01,3615416,0,1,31,130,470000
201904,523121,3,12,8797719,0,1,31,330,410000
202001,1767317,3,12,561895,0,1,31,690,220000
202006,1155849,1,12,1066543,0,1,31,640,3200
201807,1467759,1,01,3489895,0,1,31,130,28000
201903,684744,3,12,6506336,0,1,31,390,4800
201905,1603757,3,01,3305716,0,1,31,690,27000
201907,1943599,1,01,3017732,0,1,31,105,6600
201809,1361299,1,01,4486200,0,1,31,107,380000
201911,1321668,3,01,4520449,0,1,31,190,43000
202003,279645,1,03,1895219,0,1,31,190,150000
201910,875598,3,01,7455130,0,1,31,690,24000
201901,27166,1,01,1178787,0,1,31,490,3200
202004,1603757,3,17,7540047,0,1,31,610,21000
201909,1145660,1,01,9013772,0,1,31,107,11000
201906,1232803,3,17,5505120,0,1,31,690,78000
201808,1786001,3,01,1317267,0,1,31,690,180000
201906,1113249,1,01,3572651,0,1,31,690,120000
202004,1151833,1,01,3566978,0,1,31,130,310000
202005,186139,3,01,8023745,0,1,31,130,370000
202006,412931,1,01,6791044,0,1,31,690,74000
201812,196429,3,12,6119545,0,1,31,690,100000
201812,1151833,1,01,3566978,0,1,31,107,200000
201910,1564541,1,01,6013423,0,1,31,190,13000
201907,488162,3,12,3567652,0,1,31,302,18000
201909,1925423,1,12,8382966,0,1,31,610,4500
201810,959742,1,01,9447729,0,1,31,690,1000
201808,1361299,1,01,4486200,0,1,31,690,380000
201903,1710045,3,01,1689036,0,1,31,409,1600
202003,1350001,1,12,257292,0,1,31,302,67000
201812,1475660,1,01,7103481,0,1,31,610,52000
201907,1943599,1,12,1276135,0,1,31,390,6600
201904,1701857,3,17,1516997,0,1,31,610,5500
201809,1603757,3,12,9220926,0,1,31,690,8000
202006,1291431,1,16,300577,0,1,31,136,68000
201806,1755463,1,01,9230026,0,1,32,600,260000
202001,1804248,1,12,3399653,0,1,31,640,2700
202001,225231,3,01,4846210,0,1,31,690,120000
201905,934212,1,21,6632803,0,1,31,106,62000
201806,1749120,1,12,679590,0,1,31,640,20000
201809,1202472,3,01,840637,0,1,31,190,46000
202002,624457,1,12,6322229,0,1,31,640,24000
201908,1831438,3,17,1761141,0,1,31,610,20000
201908,1133564,1,01,383009,0,1,31,190,140000
201904,214754,1,01,5435862,0,1,32,600,70000
201910,1957691,3,10,4804017,0,1,31,290,1900000
201912,1905711,3,12,7056362,0,1,31,640,11000
201912,53998,1,01,1680502,0,1,31,690,160000
202006,684744,3,12,6506336,0,1,31,104,37000
201809,1232803,3,01,10006566,0,1,31,190,80000
201911,62915,3,12,5361317,0,1,31,390,72000
202005,1232803,3,17,5505120,0,1,31,610,66000
201811,1232803,3,01,1203915,0,1,31,130,2400000
202003,1023171,1,01,8331689,0,1,31,130,9000
202003,1669274,3,01,5647392,0,1,31,690,8800000
202002,1770235,1,01,925443,0,1,31,610,390000
202005,1193489,1,01,878248,0,1,31,407,2400
201904,225231,3,01,4846210,0,1,31,190,110000
201904,1145660,1,01,9013772,0,1,31,190,88000
201907,1767206,3,01,7404454,0,1,32,713,1600000
202002,1434090,1,12,475866,0,1,31,302,7200
201901,225231,3,12,9841835,0,1,31,390,14000
202001,18917,1,12,6518856,0,1,31,640,4500
201907,700323,1,01,9714113,0,1,31,190,390000
201909,1676114,1,01,1160952,0,1,31,690,14000
201909,1535076,3,12,5792252,0,1,31,690,520000
202004,523121,3,01,8273403,0,1,32,717,120000
201905,1831438,3,12,4664313,0,1,31,301,260000
202005,1475660,1,03,1835998,0,1,32,600,1000000
201904,1120205,3,12,1936198,0,1,31,690,6600
201902,1026169,1,12,9346979,0,1,31,407,8000
201806,145522,1,12,6727908,0,1,31,690,8000
202001,225231,3,12,3827258,0,1,31,390,190000
201809,1049432,1,01,6220145,0,1,31,105,63000
201910,1447738,3,12,1084181,0,1,31,390,1000
202001,184337,1,01,5829384,0,1,31,690,90000
201912,509412,3,01,1266693,0,1,31,190,1500000
201909,1894443,3,03,1735697,0,1,31,190,13000000
201904,1151833,1,01,3566978,0,1,31,107,200000
202005,722682,1,01,2976289,0,1,31,105,16000
201906,1082751,3,12,8026497,0,1,31,390,30000
201806,1800444,1,17,626265,0,1,31,610,18000
201809,1564361,1,12,6101158,0,1,31,640,7000
201811,1321668,3,12,9602953,0,1,31,690,60000
201910,1558648,1,12,8600690,0,1,31,307,77000
201810,1321668,3,12,6944651,0,1,31,690,1400
202001,139859,3,03,9882915,0,1,31,106,550000
202005,1767317,3,01,9876307,0,1,31,690,3300
202005,1749120,1,03,5183797,0,1,31,120,65000
202002,1767206,3,01,7404454,0,1,31,105,2200000
202003,523121,3,01,8273403,0,1,31,130,1200000
202002,1035876,1,01,7597147,0,1,31,690,150000
202002,1447738,3,12,1084181,0,1,31,640,2700
201811,1943599,1,12,1276135,0,1,31,640,8800
201904,1767206,3,01,7404454,0,1,31,105,3200000
201907,1451557,1,01,3615416,0,1,31,690,470000
201901,1119319,1,01,6150601,0,1,31,190,300000
201911,1710045,3,17,9478089,0,1,31,690,4000
201807,1885781,1,01,7265139,0,1,32,600,14000
201906,443249,1,21,9061580,0,1,31,610,1000
201904,1603757,3,17,2249932,0,1,31,690,10000
202001,968019,1,01,3102519,0,1,31,610,33000
201904,105866,1,12,8174429,0,1,31,490,5200
201905,1277348,1,12,1903721,0,1,31,390,23000
201806,214754,1,16,5377844,0,1,31,132,9800
201912,688409,1,21,9942691,0,1,31,610,1400
201908,1232803,3,17,5505120,0,1,31,610,73000
201903,62915,3,12,1703952,0,1,31,390,11000
201902,1232803,3,01,1203915,0,1,31,650,2400
201908,744348,1,01,20021,0,1,31,130,39000
201809,1202472,3,01,840637,0,1,31,690,52000
201904,830379,1,01,4291462,0,1,31,105,5400
201809,1153937,1,12,2125529,0,1,31,690,6400
201906,1475660,1,12,6701827,0,1,31,640,65000
202006,1282652,3,01,6163985,0,1,32,600,9100000
201810,509412,3,01,7391650,0,1,31,129,200000
201806,1155849,1,12,1066543,0,1,31,307,1000
202004,1894443,3,08,3581425,0,1,31,610,30000000
202006,339110,1,12,5680332,0,1,31,640,18000
201912,1767317,3,01,1217926,0,1,31,190,690000
201911,1193489,1,05,1375533,0,1,31,490,2400
201906,1663179,1,12,981552,0,1,31,390,4000
201907,1669274,3,01,5647392,0,1,31,190,8800000
201908,660017,1,12,5853028,0,1,31,640,36000
201905,1106537,1,12,7847696,0,1,31,690,1100
202005,1121470,3,01,7451353,0,1,31,409,4400
202005,24559,1,01,3127417,0,1,31,190,8000
201907,1736116,1,01,1948056,0,1,32,600,24000
201809,1282652,3,01,8552691,0,1,32,500,22000000
202006,1597931,1,12,1273290,0,1,31,307,2200
202005,1603757,3,12,6740567,0,1,31,640,35000
201903,1473488,1,12,5863772,0,1,31,390,9600
201903,1497222,1,01,5988716,0,1,31,130,17000
201904,214754,1,05,7352975,0,1,31,610,14000
201905,1611369,1,03,899138,0,1,31,190,80000
201911,735882,1,12,3531639,0,1,31,640,8000
201912,684744,3,12,6506336,0,1,31,104,37000
201909,196429,3,12,6119545,0,1,31,330,100000
201809,968019,1,12,2624941,0,1,31,390,29000
201906,1535076,3,12,150210,0,1,31,690,78000
201904,1145660,1,01,9013772,0,1,31,107,88000
201911,678955,3,01,9631226,0,1,31,490,4400
201905,1749120,1,01,5511412,0,1,31,190,1300
202005,1767317,3,12,561895,0,1,31,390,220000
201912,1925423,1,12,8382966,0,1,31,690,3600
201903,1361299,1,12,2354863,0,1,31,690,3300
201904,830379,1,12,1182489,0,1,31,390,6300
201909,1736426,1,01,4161613,0,1,31,610,6400
201902,1113249,1,01,3572651,0,1,31,107,120000
202001,1786001,3,01,9020747,0,1,31,610,290000
201810,1232803,3,12,2591726,0,1,31,640,320000
202004,1155849,1,12,1066543,0,1,31,390,2400
201806,1755463,1,01,9230026,0,1,31,190,260000
202004,1749120,1,03,5183797,0,1,31,106,640000
201807,1603757,3,17,2249932,0,1,31,190,13000
201809,959742,1,01,9447729,0,1,31,490,1000
201902,1883369,3,01,1055336,0,1,31,409,1000
201901,443249,1,21,9061580,0,1,31,142,1000
201905,1562202,3,01,2781837,0,1,31,650,12000
201809,1193489,1,05,1375533,0,1,31,407,2400
201912,1611369,1,03,899138,0,1,31,106,80000
201806,1535081,1,01,8007339,0,1,31,190,66000
201808,1693150,1,12,4724175,0,1,31,640,14000
201910,1193489,1,01,878248,0,1,31,690,2400
202005,1434090,1,12,475866,0,1,31,690,7200
201809,27166,1,01,1178787,0,1,31,105,14000
201909,53998,1,01,1680502,0,1,31,690,160000
201912,62915,3,12,5361317,0,1,31,690,72000
202002,1537081,1,12,9003596,0,1,31,330,9900
201811,1800444,1,17,5854010,0,1,31,690,7200
201907,660017,1,01,9835275,0,1,31,690,29000
201903,1736116,1,01,1948056,0,1,32,713,24000
201911,1049432,1,12,5871017,0,1,31,640,69000
201909,620024,1,01,3909459,0,1,31,407,3200
201810,1011062,1,01,7431853,0,1,31,610,21000
201908,722682,1,01,2976289,0,1,31,690,16000
201904,488162,3,12,3567652,0,1,31,390,18000
201807,837218,1,16,8451925,0,1,31,190,41000
201909,753200,1,12,7233294,0,1,31,390,5600
201812,1120205,3,12,8253389,0,1,31,307,1100
201910,18917,1,12,6518856,0,1,31,390,4500
201908,887817,3,17,2832203,0,1,31,610,37000
201809,412931,1,01,6791044,0,1,31,130,80000
201904,1622212,1,01,6090589,0,1,31,190,220000
201911,1310402,1,16,9437396,0,1,31,136,18000
202004,1796281,1,12,9937200,0,1,31,690,12000
201912,600506,1,12,7586318,0,1,31,640,32000
201809,1216286,1,01,2645028,0,1,31,690,23000
201901,1762424,1,01,735727,0,1,31,610,270000
201810,225231,3,16,9839418,0,1,31,690,7700
202001,1145488,1,12,1272530,0,1,31,401,1600
202002,1661071,1,01,9454112,0,1,31,690,39000
202003,1042003,3,12,6903330,0,1,31,307,1600
201811,1092071,3,01,4694526,0,1,32,717,55000
201912,1693150,1,12,4724175,0,1,31,302,14000
202001,446283,1,03,1020738,0,1,31,106,770000
201902,1291431,1,17,3155343,0,1,31,136,59000
202005,988101,3,01,8366728,0,1,31,490,1100
201903,1535081,1,01,8007339,0,1,31,190,58000
202004,196429,3,01,8747283,0,1,31,690,1200
201806,1943599,1,12,1276135,0,1,31,302,9900
201912,1265468,3,12,7063466,0,1,31,640,12000
201905,1294229,1,01,7999952,0,1,31,105,65000
201911,1461154,3,01,2912709,0,1,32,717,1800000
201808,296279,1,15,562598,0,1,31,190,34000
201907,1736116,1,01,1930584,0,1,31,190,40000
201905,1193489,1,05,1375533,0,1,31,690,2400
201811,196429,3,01,9495850,0,1,31,409,1200
201809,830379,1,01,4291462,0,1,31,130,15000
201908,1461154,3,01,2912709,0,1,32,717,1800000
201811,889652,1,12,2599218,0,1,31,640,12000
201910,1856675,1,12,7550742,0,1,31,390,7700
201903,1838059,3,12,4916249,0,1,31,307,29000
201809,1213194,1,01,5794737,0,1,31,105,6400
202005,844999,1,01,9660762,0,1,31,130,22000
202002,722682,1,01,2976289,0,1,31,610,16000
201806,1423894,1,17,5185828,0,1,31,690,18000
201807,1681573,1,01,3741570,0,1,31,690,180000
201907,1588275,1,12,9386260,0,1,31,490,2400
201810,1918550,3,12,5959351,0,1,31,610,90000
202001,1362091,1,01,8199264,0,1,32,713,11000
202003,1515854,3,01,6347010,0,1,31,190,45000
201901,1232803,3,01,1203915,0,1,31,107,1800000
202003,1188470,1,01,7692295,0,1,31,610,76000
201811,1681573,1,12,1950668,0,1,31,690,15000
202002,1447738,3,01,10006409,0,1,31,490,1800
201908,1030798,1,12,3820057,0,1,31,390,8000
202004,1120205,3,01,8474917,0,1,31,409,1100
201908,1121470,3,01,7451353,0,1,31,490,2200
201909,1957691,3,10,7589682,0,1,31,620,3700000
201812,1894443,3,08,3581425,0,1,31,190,7000000
201809,1106537,1,12,7847696,0,1,31,401,1100
202005,1493214,1,01,7269240,0,1,31,190,39000
201902,1957691,3,10,5623375,0,1,31,620,480000
201906,1271335,1,12,9755150,0,1,31,690,2100
201809,196429,3,01,8747283,0,1,31,409,1200
201910,1831438,3,17,1761141,0,1,31,690,14000
201906,1120205,3,01,8474917,0,1,31,130,210000
202006,1232803,3,12,2591726,0,1,31,640,690000
202001,523121,3,12,8797719,0,1,31,330,410000
201806,1755463,1,01,2659944,0,1,31,610,830000
201910,688409,1,21,9942691,0,1,31,610,1400
202004,1202472,3,01,840637,0,1,31,409,12000
202002,684744,3,01,1734438,0,1,31,409,6000
201903,1026169,1,12,9346979,0,1,31,490,8000
