YM,JOIN_SN,JOIN_SN_TYP,SCTR_CD,COM_SN,IS_ME,LN_CD_1,LN_CD_2,LN_CD_3,LN_DT,LN_AMT,RATE_YN,RPY_CD,EXP_DT,RATE,RPY_AMT
201902,791536,1,24,1413607,0,0031,100,000,201812,3600,0,00,000000,0,0
201906,1286761,1,24,631802,0,0031,100,000,201611,2900,1,04,202111,24000,0
201912,1068489,1,24,1607732,0,0031,100,000,201703,1400,1,01,202203,28000,0
201911,702594,1,24,90681,0,0031,100,000,201704,2100,1,01,202004,28000,0
201912,624179,1,24,5453698,0,0031,100,000,201411,2600,0,00,000000,0,0
202004,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201809,1650210,1,24,6749565,0,0031,100,000,201112,2500,0,00,000000,0,0
202006,1881526,1,24,6557059,0,0031,100,000,201711,2700,1,01,202211,28000,0
201812,269626,1,24,9486264,0,0031,100,000,201611,11000,0,00,000000,0,0
201907,959742,1,24,2942287,0,0031,100,000,201705,1700,0,00,000000,0,0
201807,269626,1,24,9486264,0,0031,100,000,201611,11000,0,00,000000,0,0
201906,959742,1,24,2942287,0,0031,100,000,201705,1700,0,00,000000,0,0
201911,848677,1,24,2065979,0,0031,590,000,201604,2700,0,00,000000,0,0
201907,1832382,1,24,3976526,0,0031,100,000,201001,430,0,00,000000,0,0
201808,1729585,1,24,4258787,0,0031,100,000,201306,4800,0,00,000000,0,0
201905,702594,1,24,90681,0,0031,100,000,201704,2100,1,01,202004,28000,0
202001,311430,1,24,3036472,0,0031,100,000,201908,2700,1,01,202207,24000,0
201811,848677,1,24,9856690,0,0031,590,000,201604,2700,0,00,000000,0,0
201807,1606164,1,24,8520866,0,0031,100,000,201711,3500,0,00,000000,0,0
201908,554793,1,24,1166480,0,0031,100,000,201508,3900,1,01,202008,24000,0
201806,702594,1,24,6796976,0,0031,100,000,201707,760,0,00,000000,0,0
201806,848677,1,24,9856690,0,0031,590,000,201604,2700,0,00,000000,0,0
201901,1761685,1,24,9491145,0,0031,100,000,201506,3000,0,00,000000,0,0
201810,686407,1,24,7605722,0,0031,100,000,201311,6600,0,00,000000,0,0
201910,53824,1,24,8132755,0,0031,100,000,201708,5200,1,01,202008,28000,0
202005,761053,1,24,8352905,0,0031,100,000,201708,6400,1,01,202208,28000,0
202004,959742,1,24,6362821,0,0031,100,000,201704,1800,0,00,000000,0,0
201907,504767,1,24,4711123,0,0031,100,000,201704,2600,0,00,000000,0,0
201902,1286761,1,24,631802,0,0031,100,000,201611,3100,0,00,000000,0,0
201808,1581724,1,24,3302257,0,0031,100,000,201305,5700,0,00,000000,0,0
202005,554793,1,24,1166480,0,0031,100,000,201508,3900,1,01,202008,24000,0
202004,634688,1,24,5738089,0,0031,100,000,202004,800,1,01,202504,24000,0
201906,334088,1,24,9695902,0,0031,100,000,201506,2000,1,01,202006,30000,0
202004,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
202003,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201810,1885781,1,24,7387616,0,0031,100,000,201808,16000,0,00,000000,0,0
201904,1008217,1,24,937891,0,0031,100,000,201302,2000,0,00,000000,0,0
201909,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201808,1445086,1,24,2037199,0,0031,100,000,201803,9000,0,00,000000,0,0
201902,335896,1,24,1408749,0,0031,100,000,201602,3300,0,00,000000,0,0
201902,1286761,1,24,8420062,0,0031,100,000,201808,3200,0,00,000000,0,0
201811,1871900,1,24,6034582,0,0031,100,000,201106,3400,0,00,000000,0,0
201908,959742,1,24,6362821,0,0031,100,000,201704,1800,0,00,000000,0,0
201812,1761685,1,24,9791443,0,0031,100,000,201506,3600,0,00,000000,0,0
201905,443249,1,24,4321277,0,0031,100,000,201709,510,1,04,201912,28000,0
202004,311430,1,24,3036472,0,0031,100,000,201908,2700,1,01,202207,24000,0
202006,56488,1,24,3941527,0,0031,510,000,201304,11000,0,00,000000,0,0
202006,1745651,1,24,7193571,0,0031,100,000,201804,18000,1,01,202104,24000,0
201809,1133879,1,24,8317840,0,0031,100,000,201511,3300,0,00,000000,0,0
201811,702594,1,24,8907969,0,0031,100,000,201802,2800,0,00,000000,0,0
201901,1008217,1,24,937891,0,0031,100,000,201302,2000,0,00,000000,0,0
201912,334088,1,24,2383888,0,0031,100,000,201506,2100,1,01,202006,30000,0
201811,761053,1,24,8352905,0,0031,100,000,201708,6600,0,00,000000,0,0
201905,1300052,1,24,4439531,0,0031,100,000,201603,9100,0,00,000000,0,0
201912,504767,1,24,379875,0,0031,100,000,201704,3900,0,00,000000,0,0
201910,1524873,1,24,7384137,0,0031,100,000,201706,3600,1,01,202106,24000,0
201909,323135,1,24,987722,0,0031,100,000,201410,2400,0,00,000000,0,0
201910,322773,1,24,9961852,0,0031,100,000,201704,2100,1,01,202204,24000,0
201911,1745651,1,24,7193571,0,0031,100,000,201804,18000,1,01,202104,24000,0
201909,959742,1,24,6362821,0,0031,100,000,201704,1800,0,00,000000,0,0
201905,1133879,1,24,2079299,0,0031,100,000,201510,8800,0,00,000000,0,0
201903,1430052,1,24,2309165,0,0031,100,000,201606,3900,1,01,202106,28000,0
201809,1606164,1,24,8520866,0,0031,100,000,201711,3500,0,00,000000,0,0
201811,1310402,1,24,3584816,0,0031,100,000,201808,1400,0,00,000000,0,0
201811,334088,1,24,2383888,0,0031,100,000,201506,2100,0,00,000000,0,0
201910,334088,1,24,9695902,0,0031,100,000,201506,2000,1,01,202006,30000,0
201906,1606164,1,24,8520866,0,0031,100,000,201711,3500,0,00,000000,0,0
201901,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201907,334088,1,24,2383888,0,0031,100,000,201506,2100,1,01,202006,30000,0
201807,1286761,1,24,8420062,0,0031,100,000,201706,630,0,00,000000,0,0
202003,1581724,1,24,862208,0,0031,100,000,202003,2900,1,01,202503,24000,0
201905,269626,1,24,9334468,0,0031,100,000,201704,3600,1,01,202204,28000,0
201810,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201909,379568,1,24,109669,0,0031,100,000,201810,5200,0,00,000000,0,0
201901,686407,1,24,7605722,0,0031,100,000,201311,6600,0,00,000000,0,0
201907,1133879,1,24,244086,0,0031,100,000,201511,980,0,00,000000,0,0
201910,660017,1,24,8147838,0,0031,100,000,201902,3600,1,01,202202,24000,0
201910,1133879,1,24,2079299,0,0031,100,000,201510,8800,0,00,000000,0,0
202003,720252,1,24,3180725,0,0031,100,000,201603,4200,1,01,202103,30000,0
201910,686407,1,24,7605722,0,0031,100,000,201311,6600,0,00,000000,0,0
201904,1384750,1,24,2106296,0,0031,100,000,201510,3600,0,00,000000,0,0
202003,1008217,1,24,6135237,0,0031,100,000,201606,780,0,00,000000,0,0
201807,353990,1,24,1201246,0,0031,100,000,201110,4000,0,00,000000,0,0
201806,443249,1,24,4321277,0,0031,100,000,201709,1200,0,00,000000,0,0
201807,1445086,1,24,9741399,0,0031,100,000,201707,5600,0,00,000000,0,0
201907,269626,1,24,9334468,0,0031,100,000,201704,3600,1,01,202204,28000,0
201812,334088,1,24,7303469,0,0031,100,000,201506,2000,0,00,000000,0,0
201908,504767,1,24,379875,0,0031,100,000,201704,3900,0,00,000000,0,0
201809,959742,1,24,5470683,0,0031,100,000,201707,2500,0,00,000000,0,0
201908,1133879,1,24,2079299,0,0031,100,000,201510,8800,0,00,000000,0,0
202004,634688,1,24,3488168,0,0031,100,000,202004,800,1,01,202504,24000,0
202002,1300052,1,24,65011,0,0031,100,000,201611,3600,1,01,202111,28000,0
202006,761053,1,24,8352905,0,0031,100,000,201708,6400,1,01,202208,28000,0
202006,473853,1,24,6337110,0,0031,100,000,201001,1600,0,00,000000,0,0
202005,1171182,1,24,1635955,0,0031,220,000,202003,20000,1,01,202103,19000,0
201901,322773,1,24,9961852,0,0031,100,000,201704,2100,0,00,000000,0,0
201909,396184,1,24,7924814,0,0031,100,000,201709,13000,0,00,000000,0,0
201811,269626,1,24,9486264,0,0031,100,000,201611,11000,0,00,000000,0,0
202002,396184,1,24,6832621,0,0031,100,000,201708,390,1,01,202112,28000,0
201811,959742,1,24,3005532,0,0031,100,000,201705,1700,0,00,000000,0,0
201901,1650210,1,24,6749565,0,0031,100,000,201112,2500,0,00,000000,0,0
202005,56488,1,24,3941527,0,0031,510,000,201304,11000,0,00,000000,0,0
201908,761053,1,24,8352905,0,0031,100,000,201708,6500,1,01,202208,28000,0
201912,1300052,1,24,65011,0,0031,100,000,201611,3600,1,01,202111,28000,0
202004,1660610,1,24,9827673,0,0031,100,000,201911,1100,1,01,202411,24000,0
201811,504767,1,24,379875,0,0031,100,000,201704,3900,0,00,000000,0,0
201904,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201810,280824,1,24,7819121,0,0031,100,000,201805,1800,0,00,000000,0,0
201903,353990,1,24,1201246,0,0031,100,000,201110,4000,0,00,000000,0,0
202005,207492,1,24,434422,0,0031,100,000,202004,11000,1,04,202204,24000,0
201812,269626,1,24,9334468,0,0031,100,000,201704,3600,0,00,000000,0,0
201906,1881526,1,24,6557059,0,0031,100,000,201711,2700,1,01,202211,28000,0
201809,702594,1,24,8907969,0,0031,100,000,201802,2800,0,00,000000,0,0
202002,1008217,1,24,6135237,0,0031,100,000,201606,780,0,00,000000,0,0
201910,323135,1,24,987722,0,0031,100,000,201410,2400,0,00,000000,0,0
201909,280824,1,24,7819121,0,0031,100,000,201805,1800,0,00,000000,0,0
201906,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201810,334088,1,24,9695902,0,0031,100,000,201506,2000,0,00,000000,0,0
201911,1286761,1,24,631802,0,0031,100,000,201611,2600,1,04,202111,24000,0
201906,1761685,1,24,9491145,0,0031,100,000,201506,2600,1,04,202106,24000,0
202001,1660610,1,24,9827673,0,0031,100,000,201911,1100,1,01,202411,24000,0
201807,1564265,1,24,585185,0,0031,100,000,201806,630,0,00,000000,0,0
201910,761053,1,24,8352905,0,0031,100,000,201708,6500,1,01,202208,28000,0
202001,624179,1,24,5453698,0,0031,100,000,201411,2600,0,00,000000,0,0
201806,1832382,1,24,3976526,0,0031,100,000,201001,430,0,00,000000,0,0
202003,702594,1,24,90681,0,0031,100,000,201704,2100,1,01,202004,28000,0
201901,1832382,1,24,3976526,0,0031,100,000,201001,430,0,00,000000,0,0
202001,1650210,1,24,6749565,0,0031,100,000,201112,2500,0,00,000000,0,0
201809,791536,1,24,1413607,0,0031,100,000,201804,3100,0,00,000000,0,0
201905,504767,1,24,379875,0,0031,100,000,201704,3900,0,00,000000,0,0
201910,334088,1,24,2383888,0,0031,100,000,201506,2100,1,01,202006,30000,0
201806,1310402,1,24,3584816,0,0031,100,000,201804,2000,0,00,000000,0,0
201812,686407,1,24,7605722,0,0031,100,000,201311,6600,0,00,000000,0,0
201807,56488,1,24,5213150,0,0031,100,000,201305,9200,0,00,000000,0,0
201807,554793,1,24,1166480,0,0031,100,000,201508,3900,0,00,000000,0,0
201901,1606164,1,24,8520866,0,0031,100,000,201711,3500,0,00,000000,0,0
201812,702594,1,24,8907969,0,0031,100,000,201802,2800,0,00,000000,0,0
201911,334088,1,24,2383888,0,0031,100,000,201506,2100,1,01,202006,30000,0
201902,702594,1,24,6796976,0,0031,100,000,201707,180,0,00,000000,0,0
201905,1384750,1,24,2106296,0,0031,100,000,201510,3600,1,01,202010,30000,0
202001,396184,1,24,6832621,0,0031,100,000,201708,400,1,01,202112,28000,0
201809,396184,1,24,6832621,0,0031,100,000,201708,470,0,00,000000,0,0
201905,396184,1,24,6832621,0,0031,100,000,201708,460,1,01,202112,28000,0
201807,269626,1,24,7959718,0,0031,100,000,201711,2800,0,00,000000,0,0
201907,335896,1,24,1408749,0,0031,100,000,201602,3300,1,01,202102,24000,0
202001,353990,1,24,1201246,0,0031,100,000,201110,4000,0,00,000000,0,0
201905,269626,1,24,9486264,0,0031,100,000,201611,11000,1,04,202011,28000,0
201901,1623275,1,24,1772731,0,0031,100,000,201309,7600,0,00,000000,0,0
201903,1745651,1,24,7193571,0,0031,100,000,201804,18000,1,01,202104,24000,0
201902,1300052,1,24,65011,0,0031,100,000,201611,3600,0,00,000000,0,0
201812,1650210,1,24,6749565,0,0031,100,000,201112,2500,0,00,000000,0,0
201810,1008217,1,24,6135237,0,0031,100,000,201606,780,0,00,000000,0,0
201908,720252,1,24,3180725,0,0031,100,000,201603,4200,1,01,202103,30000,0
201808,322773,1,24,9961852,0,0031,100,000,201704,2100,0,00,000000,0,0
201811,959742,1,24,5470683,0,0031,100,000,201707,2400,0,00,000000,0,0
201809,323135,1,24,987722,0,0031,100,000,201410,2400,0,00,000000,0,0
201908,443249,1,24,4321277,0,0031,100,000,201709,300,1,04,201912,28000,0
201811,1564265,1,24,585185,0,0031,100,000,201806,630,0,00,000000,0,0
201807,1650210,1,24,6749565,0,0031,100,000,201112,2500,0,00,000000,0,0
201904,334088,1,24,7303469,0,0031,100,000,201506,2000,1,01,202006,30000,0
202002,396184,1,24,7924814,0,0031,100,000,201709,11000,0,00,000000,0,0
201910,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
202005,1300052,1,24,65011,0,0031,100,000,201611,3600,1,01,202111,28000,0
201808,1068489,1,24,1607732,0,0031,100,000,201703,1500,0,00,000000,0,0
201911,1761685,1,24,9791443,0,0031,100,000,201506,3600,1,01,202006,30000,0
201904,686407,1,24,7605722,0,0031,100,000,201311,6600,0,00,000000,0,0
201907,791536,1,24,1413607,0,0031,100,000,201812,2900,1,04,202012,24000,0
201905,1745651,1,24,7193571,0,0031,100,000,201804,18000,1,01,202104,24000,0
201912,1133879,1,24,244086,0,0031,100,000,201511,980,0,00,000000,0,0
201807,1445086,1,24,2037199,0,0031,100,000,201803,9000,0,00,000000,0,0
201807,686407,1,24,7605722,0,0031,100,000,201311,6600,0,00,000000,0,0
201811,323135,1,24,987722,0,0031,100,000,201410,2400,0,00,000000,0,0
201812,53824,1,24,8132755,0,0031,100,000,201708,5200,0,00,000000,0,0
202005,396184,1,24,6832621,0,0031,100,000,201708,360,1,01,202112,28000,0
201807,9212,1,24,4592515,0,0031,100,000,201607,1700,0,00,000000,0,0
201909,1133879,1,24,8317840,0,0031,100,000,201511,3300,0,00,000000,0,0
201807,624179,1,24,5453698,0,0031,100,000,201411,2600,0,00,000000,0,0
201906,280824,1,24,7819121,0,0031,100,000,201604,5400,0,00,000000,0,0
201905,269626,1,24,7959718,0,0031,100,000,201711,2100,1,04,202002,28000,0
201903,1729585,1,24,4258787,0,0031,100,000,201306,4800,0,00,000000,0,0
201902,1761685,1,24,9491145,0,0031,100,000,201506,2800,0,00,000000,0,0
201911,433575,1,24,5561252,0,0031,100,000,201701,20000,0,00,000000,0,0
202003,396184,1,24,7924814,0,0031,100,000,201709,11000,0,00,000000,0,0
201906,1905659,1,24,2301028,0,0031,100,000,201704,3200,0,00,000000,0,0
201905,1905659,1,24,2301028,0,0031,100,000,201704,3200,0,00,000000,0,0
202003,323135,1,24,987722,0,0031,100,000,201410,2400,0,00,000000,0,0
201810,1133879,1,24,8317840,0,0031,100,000,201511,3300,0,00,000000,0,0
201907,1606164,1,24,8520866,0,0031,100,000,201711,3500,0,00,000000,0,0
201904,1445086,1,24,2037199,0,0031,100,000,201803,9000,0,00,000000,0,0
202001,504767,1,24,4711123,0,0031,100,000,201704,2600,0,00,000000,0,0
201806,1905659,1,24,2301028,0,0031,100,000,201704,3200,0,00,000000,0,0
201807,1008217,1,24,937891,0,0031,100,000,201302,2000,0,00,000000,0,0
202005,433575,1,24,5561252,0,0031,100,000,201701,20000,0,00,000000,0,0
201909,1650210,1,24,6749565,0,0031,100,000,201112,2500,0,00,000000,0,0
201909,53824,1,24,8132755,0,0031,100,000,201708,5200,1,01,202008,28000,0
201911,396184,1,24,6832621,0,0031,100,000,201708,410,1,01,202112,28000,0
202001,1286761,1,24,631802,0,0031,100,000,201611,2600,1,04,202111,24000,0
201912,1606164,1,24,8520866,0,0031,100,000,201711,3500,0,00,000000,0,0
201806,554793,1,24,1166480,0,0031,100,000,201508,3900,0,00,000000,0,0
202005,848677,1,24,2065979,0,0031,590,000,201604,2700,0,00,000000,0,0
202004,1905659,1,24,9765111,0,0031,100,000,201704,3200,0,00,000000,0,0
201902,443249,1,24,4321277,0,0031,100,000,201709,710,0,00,000000,0,0
201809,443249,1,24,4321277,0,0031,100,000,201709,1000,0,00,000000,0,0
201811,622840,1,24,469834,0,0031,100,000,201606,2700,0,00,000000,0,0
201912,959742,1,24,5470683,0,0031,100,000,201707,1600,0,00,000000,0,0
201910,1133879,1,24,8317840,0,0031,100,000,201511,3300,0,00,000000,0,0
201810,959742,1,24,6362821,0,0031,100,000,201704,1800,0,00,000000,0,0
202002,269626,1,24,7959718,0,0031,100,000,201711,700,1,04,202002,28000,0
202003,1606164,1,24,4084087,0,0031,100,000,201711,3500,0,00,000000,0,0
201901,848677,1,24,9856690,0,0031,590,000,201604,2700,0,00,000000,0,0
201908,433575,1,24,5561252,0,0031,100,000,201701,20000,0,00,000000,0,0
201810,196289,1,24,3445132,0,0031,100,000,201706,790,0,00,000000,0,0
202005,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201902,959742,1,24,5470683,0,0031,100,000,201707,2200,0,00,000000,0,0
202001,323135,1,24,1360578,0,0031,100,000,201709,2200,1,01,202009,24000,0
202002,686407,1,24,7605722,0,0031,100,000,201311,6600,0,00,000000,0,0
202002,1564265,1,24,585185,0,0031,100,000,201806,630,1,01,202006,24000,0
201912,396184,1,24,6832621,0,0031,100,000,201708,410,1,01,202112,28000,0
201908,1564265,1,24,585185,0,0031,100,000,201806,630,1,01,202006,24000,0
202003,56488,1,24,3941527,0,0031,510,000,201304,11000,0,00,000000,0,0
201808,1133879,1,24,2079299,0,0031,100,000,201510,8200,0,00,000000,0,0
201903,1885781,1,24,7387616,0,0031,100,000,201808,15000,0,00,000000,0,0
201909,761053,1,24,8352905,0,0031,100,000,201708,6500,1,01,202208,28000,0
202004,686407,1,24,7605722,0,0031,100,000,201311,6600,0,00,000000,0,0
201911,396184,1,24,7924814,0,0031,100,000,201709,12000,0,00,000000,0,0
202005,1581724,1,24,3302257,0,0031,100,000,201305,5700,0,00,000000,0,0
201905,624179,1,24,5453698,0,0031,100,000,201411,2600,0,00,000000,0,0
201904,396184,1,24,6832621,0,0031,100,000,201708,470,1,01,202112,28000,0
201810,443249,1,24,4321277,0,0031,100,000,201709,950,0,00,000000,0,0
201806,532397,1,24,7478128,0,0031,100,000,201001,3100,0,00,000000,0,0
201808,334088,1,24,7303469,0,0031,100,000,201506,2000,0,00,000000,0,0
201910,379568,1,24,109669,0,0031,100,000,201810,5200,0,00,000000,0,0
201904,702594,1,24,6796976,0,0031,100,000,201707,170,1,04,201905,28000,0
202001,1745651,1,24,4086541,0,0031,100,000,201904,7900,1,01,202404,24000,0
201806,1921096,1,24,5372220,0,0031,100,000,201510,6000,0,00,000000,0,0
202004,1564265,1,24,585185,0,0031,100,000,201806,620,1,01,202006,24000,0
201807,702594,1,24,90681,0,0031,100,000,201704,2100,0,00,000000,0,0
202002,761053,1,24,8352905,0,0031,100,000,201708,6500,1,01,202208,28000,0
201904,1905659,1,24,2301028,0,0031,100,000,201704,3200,0,00,000000,0,0
201811,1286761,1,24,8420062,0,0031,100,000,201808,3300,0,00,000000,0,0
202004,1729585,1,24,5276382,0,0031,100,000,201304,6000,0,00,000000,0,0
202003,1524873,1,24,7384137,0,0031,100,000,201706,3600,1,01,202106,24000,0
202003,269626,1,24,7959718,0,0031,100,000,201711,470,1,04,000000,28000,0
201910,56488,1,24,5213150,0,0031,100,000,201305,9200,0,00,000000,0,0
201809,1008217,1,24,937891,0,0031,100,000,201302,2000,0,00,000000,0,0
201911,624179,1,24,5453698,0,0031,100,000,201411,2600,0,00,000000,0,0
202005,959742,1,24,6362821,0,0031,100,000,201704,1800,0,00,000000,0,0
201903,1133879,1,24,8317840,0,0031,100,000,201511,3300,0,00,000000,0,0
201902,334088,1,24,9695902,0,0031,100,000,201506,2000,0,00,000000,0,0
201904,335896,1,24,1408749,0,0031,100,000,201602,3300,0,00,000000,0,0
201910,1650210,1,24,6749565,0,0031,100,000,201112,2500,0,00,000000,0,0
201907,959742,1,24,5470683,0,0031,100,000,201707,1800,0,00,000000,0,0
201806,1133879,1,24,2079299,0,0031,100,000,201510,8200,0,00,000000,0,0
202003,1008217,1,24,937891,0,0031,100,000,201302,2000,0,00,000000,0,0
201906,396184,1,24,6832621,0,0031,100,000,201708,460,1,01,202112,28000,0
202002,56488,1,24,5213150,0,0031,100,000,201305,9200,0,00,000000,0,0
201812,1885781,1,24,7387616,0,0031,100,000,201808,15000,0,00,000000,0,0
202003,1581724,1,24,3302257,0,0031,100,000,201305,5700,0,00,000000,0,0
201912,323135,1,24,1360578,0,0031,100,000,201709,2200,1,01,202009,24000,0
201907,433575,1,24,5561252,0,0031,100,000,201701,20000,0,00,000000,0,0
201911,1008217,1,24,937891,0,0031,100,000,201302,2000,0,00,000000,0,0
202004,554793,1,24,1166480,0,0031,100,000,201508,3900,1,01,202008,24000,0
202003,311430,1,24,3036472,0,0031,100,000,201908,2700,1,01,202207,24000,0
202006,1761685,1,24,9491145,0,0031,100,000,201506,1300,1,04,202106,24000,0
202002,959742,1,24,6362821,0,0031,100,000,201704,1800,0,00,000000,0,0
201911,720252,1,24,3180725,0,0031,100,000,201603,4200,1,01,202103,30000,0
201807,1133879,1,24,7395994,0,0031,100,000,201511,980,0,00,000000,0,0
202003,53824,1,24,8132755,0,0031,100,000,201708,5200,1,01,202008,28000,0
201910,1761685,1,24,9791443,0,0031,100,000,201506,3600,1,01,202006,30000,0
202002,1745651,1,24,7193571,0,0031,100,000,201804,18000,1,01,202104,24000,0
201902,9212,1,24,4592515,0,0031,100,000,201607,1700,0,00,000000,0,0
202003,9212,1,24,4592515,0,0031,100,000,201910,1500,1,04,202101,24000,0
201812,1564265,1,24,585185,0,0031,100,000,201806,630,0,00,000000,0,0
201907,280824,1,24,7819121,0,0031,100,000,201604,5400,0,00,000000,0,0
201905,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201810,1871900,1,24,6034582,0,0031,100,000,201106,3400,0,00,000000,0,0
201808,1650210,1,24,6749565,0,0031,100,000,201112,2500,0,00,000000,0,0
201806,702594,1,24,8907969,0,0031,100,000,201802,2800,0,00,000000,0,0
201809,720252,1,24,3180725,0,0031,100,000,201603,4300,0,00,000000,0,0
202003,322773,1,24,9961852,0,0031,100,000,201704,2100,1,01,202204,24000,0
201806,56488,1,24,5213150,0,0031,100,000,201305,9200,0,00,000000,0,0
201903,269626,1,24,9334468,0,0031,100,000,201704,3600,0,00,000000,0,0
201910,473853,1,24,6337110,0,0031,100,000,201001,1600,0,00,000000,0,0
201907,1300052,1,24,4439531,0,0031,100,000,201603,9100,0,00,000000,0,0
201901,53824,1,24,8132755,0,0031,100,000,201708,5200,0,00,000000,0,0
201912,1008217,1,24,937891,0,0031,100,000,201302,2000,0,00,000000,0,0
201811,323135,1,24,1360578,0,0031,100,000,201709,2200,0,00,000000,0,0
201807,791536,1,24,1413607,0,0031,100,000,201804,3500,0,00,000000,0,0
201909,269626,1,24,7959718,0,0031,100,000,201711,1500,1,04,202002,28000,0
201908,1832382,1,24,3976526,0,0031,100,000,201001,430,0,00,000000,0,0
201908,959742,1,24,2942287,0,0031,100,000,201705,1700,0,00,000000,0,0
201811,396184,1,24,6832621,0,0031,100,000,201708,470,0,00,000000,0,0
201908,379568,1,24,109669,0,0031,100,000,201810,5200,0,00,000000,0,0
201812,791536,1,24,1413607,0,0031,100,000,201812,3900,0,00,000000,0,0
201809,1286761,1,24,8420062,0,0031,100,000,201808,3500,0,00,000000,0,0
201904,848677,1,24,9856690,0,0031,590,000,201604,2700,0,00,000000,0,0
201911,269626,1,24,9334468,0,0031,100,000,201704,3600,1,01,202204,28000,0
202003,959742,1,24,5470683,0,0031,100,000,201707,1600,0,00,000000,0,0
201812,1133879,1,24,244086,0,0031,100,000,201511,980,0,00,000000,0,0
201907,443249,1,24,4321277,0,0031,100,000,201709,380,1,04,201912,28000,0
201807,1745651,1,24,7193571,0,0031,100,000,201804,18000,0,00,000000,0,0
202004,848677,1,24,2065979,0,0031,590,000,201604,2700,0,00,000000,0,0
201902,56488,1,24,5213150,0,0031,100,000,201305,9200,0,00,000000,0,0
202001,280824,1,24,1016150,0,0031,100,000,201604,4200,0,00,000000,0,0
201907,1745651,1,24,7193571,0,0031,100,000,201804,18000,1,01,202104,24000,0
201809,702594,1,24,6796976,0,0031,100,000,201707,550,0,00,000000,0,0
202004,334088,1,24,9695902,0,0031,100,000,201506,2000,1,01,202006,30000,0
201808,280824,1,24,7819121,0,0031,100,000,201604,5400,0,00,000000,0,0
201908,269626,1,24,7959718,0,0031,100,000,201711,1700,1,04,202002,28000,0
201806,720252,1,24,3180725,0,0031,100,000,201603,4300,0,00,000000,0,0
201902,1564265,1,24,585185,0,0031,100,000,201806,630,0,00,000000,0,0
201910,959742,1,24,6362821,0,0031,100,000,201704,1800,0,00,000000,0,0
201903,1581724,1,24,3302257,0,0031,100,000,201305,5700,0,00,000000,0,0
201910,1008217,1,24,6135237,0,0031,100,000,201606,780,0,00,000000,0,0
201911,959742,1,24,5470683,0,0031,100,000,201707,1700,0,00,000000,0,0
201905,1068489,1,24,1607732,0,0031,100,000,201703,1500,0,00,000000,0,0
202002,702594,1,24,90681,0,0031,100,000,201704,2100,1,01,202004,28000,0
202001,334088,1,24,7303469,0,0031,100,000,201506,1900,1,01,202006,30000,0
202003,504767,1,24,4711123,0,0031,100,000,201704,2600,0,00,000000,0,0
202001,269626,1,24,7959718,0,0031,100,000,201711,910,1,04,202002,28000,0
201902,1068489,1,24,1607732,0,0031,100,000,201703,1500,0,00,000000,0,0
201907,1659916,1,24,223737,0,0031,100,000,201808,3600,1,01,202308,24000,0
202005,866657,1,24,9762551,0,0031,100,000,201911,4900,1,04,202009,21000,0
201906,322773,1,24,9961852,0,0031,100,000,201704,2100,1,01,202204,24000,0
202001,1068489,1,24,1607732,0,0031,100,000,201703,1400,1,01,202203,28000,0
202006,720252,1,24,3180725,0,0031,100,000,201603,4200,0,00,000000,0,0
201811,56488,1,24,5213150,0,0031,100,000,201305,9200,0,00,000000,0,0
201903,1068489,1,24,1607732,0,0031,100,000,201703,1500,0,00,000000,0,0
201908,353990,1,24,1201246,0,0031,100,000,201110,4000,0,00,000000,0,0
201807,1310402,1,24,3584816,0,0031,100,000,201804,2000,0,00,000000,0,0
202005,1745651,1,24,7193571,0,0031,100,000,201804,18000,1,01,202104,24000,0
201912,1745651,1,24,4086541,0,0031,100,000,201904,8000,1,01,202404,24000,0
201808,1881966,1,24,11775,0,0031,100,000,201405,3600,0,00,000000,0,0
201808,702594,1,24,8907969,0,0031,100,000,201802,2800,0,00,000000,0,0
201906,702594,1,24,8907969,0,0031,100,000,201802,2800,0,00,000000,0,0
201808,702594,1,24,90681,0,0031,100,000,201704,2100,0,00,000000,0,0
201906,53824,1,24,8132755,0,0031,100,000,201708,5200,0,00,000000,0,0
201902,396184,1,24,7924814,0,0031,100,000,201709,14000,0,00,000000,0,0
201906,761053,1,24,8352905,0,0031,100,000,201708,6500,1,01,202208,28000,0
202004,323135,1,24,987722,0,0031,100,000,201410,2400,0,00,000000,0,0
202003,269626,1,24,9334468,0,0031,100,000,201704,3600,1,01,202204,28000,0
202004,334088,1,24,7303469,0,0031,100,000,201506,1900,1,01,202006,30000,0
201812,335896,1,24,1408749,0,0031,100,000,201602,3300,0,00,000000,0,0
